,time,range,density,dif density,dif values,velocity,dif vel,pressure,dif pressure,viscosity,viscosity ABE,subs visco,mass
0,2023-01-25,25,0.875,,,,,,,,,,0.0658702131624558
1,2023-02-19,50,0.8333333333333334,-0.04166666666666663,0.015279129984464013,0.012732608320386678,,-0.0001350994288669834,,,,,0.0658702131624558
2,2023-03-16,75,0.875,0.04166666666666663,0.005539098912480722,0.004846711548420632,-0.007885896771966047,-2.055428622939468e-05,0.0001145451426375887,,,,0.0658702131624558
3,2023-04-10,100,0.9583333333333334,0.08333333333333337,0.028495080269290596,0.027307785258070157,0.022461073709649525,-0.0007146436717133375,-0.0006940893854839428,-0.00024392573973816084,-5.57222627717024e-06,0.0002383535134609906,0.0658702131624558
4,2023-05-05,125,1.0,0.04166666666666663,-0.041835318487830286,-0.041835318487830286,-0.06914310374590044,-0.0017501938729781947,-0.0010355502012648573,-2.1151773643224764e-05,5.915564252822724e-05,8.0307416171452e-05,0.0658702131624558
5,2023-05-30,150,1.0,0.0,0.02079337131020198,0.02079337131020198,0.06262868979803227,-0.0004323642904439308,0.0013178295825342638,-0.0005979418661223118,-0.0015417820811038767,-0.0009438402149815648,0.0658702131624558
6,2023-06-24,175,0.875,-0.125,-0.06439357845675808,-0.05634438114966332,-0.0771377524598653,-0.0027778531262462186,-0.002345488835802288,0.0012683763994993005,-0.0001483572881032991,-0.0014167336876025995,0.0658702131624558
7,2023-07-19,200,1.0,0.125,0.12342206110823406,0.12342206110823406,0.1797664422578974,-0.015233005168204663,-0.012455152041958444,,-0.00027597236912656865,,0.0658702131624558
